name,image_url,url,review_count,categories,rating,coordinates,price,phone,address
Acqua e Farina,https://s3-media4.fl.yelpcdn.com/bphoto/_4wVZRiSXlevbXRl6ufxBA/o.jpg,https://www.yelp.com/biz/acqua-e-farina-hayward?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,1182,"italian,desserts,cocktailbars",4.5,"37.6725627,-122.0824255",$$,15108881568,"['22622 Main St', 'Hayward, CA 94541']"
Anh Son Bakery,https://s3-media1.fl.yelpcdn.com/bphoto/7LOLLQkcrWU2UBC8ouNubw/o.jpg,https://www.yelp.com/biz/anh-son-bakery-san-jose?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,40,bakeries,4.5,"37.38170409415578,-121.82794884576847",$,14082511718,"['3481 McKee Rd', 'San Jose, CA 95127']"
Juice & Java Express,https://s3-media1.fl.yelpcdn.com/bphoto/dL-qHp9XxhCtj1AGSxQmQA/o.jpg,https://www.yelp.com/biz/juice-and-java-express-pleasanton?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,173,"juicebars,coffee,sandwiches",4,"37.6594028,-121.8753461",$,19258460887,"['55 W Angela St', 'Ste 101', 'Pleasanton, CA 94566']"
Taste of Mochi,https://s3-media1.fl.yelpcdn.com/bphoto/N-Cy4lqvxajMB4X6s3LwSg/o.jpg,https://www.yelp.com/biz/taste-of-mochi-hayward?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,17,"desserts,bakeries,gourmet",5,"37.61468192319862,-122.11907286218566",,15103903499,"['Hayward, CA 94545']"
Starbucks,https://s3-media3.fl.yelpcdn.com/bphoto/TPFOCPsbuYNy0fEcG-q2-w/o.jpg,https://www.yelp.com/biz/starbucks-fremont-40?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,10,coffee,3.5,"37.489594,-121.92752572",,15104971003,"['Mission Blvd', 'Warm Springs Blvd', 'Safeway', 'Fremont, CA 94539']"
The Vegan Garden,https://s3-media2.fl.yelpcdn.com/bphoto/G0WhduvC2QO-kWPLjVLLwQ/o.jpg,https://www.yelp.com/biz/the-vegan-garden-hayward?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,163,fooddeliveryservices,3.5,"37.62754183796323,-122.12014261997957",$$,15107835555,"['26010 Eden Landing Rd', 'Hayward, CA 94545']"
Bagel Street Cafe,https://s3-media1.fl.yelpcdn.com/bphoto/Km5a7YdLfqYGseI0haNStg/o.jpg,https://www.yelp.com/biz/bagel-street-cafe-pleasanton-3?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,179,"breakfast_brunch,bagels",4,"37.6570313889805,-121.898100972176",$,19254269898,"['6762 Bernal Ave', 'Ste 610', 'Pleasanton, CA 94566']"
Gerard'Z Honeybees,https://s3-media2.fl.yelpcdn.com/bphoto/WiGyQ29emN7FzwItJUfcew/o.jpg,https://www.yelp.com/biz/gerardz-honeybees-pleasanton?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,104,"healthmarkets,specialtyschools,honey",4.5,"37.66449914140413,-121.84438587276503",$,19256056119,"['2756 Vineyard Ave', 'Pleasanton, CA 94566']"
Lorraine’s Cafe,https://s3-media4.fl.yelpcdn.com/bphoto/8AgzXE6d4lJ5XYZByqcNkA/o.jpg,https://www.yelp.com/biz/lorraine-s-cafe-hayward-2?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,1,"foodtrucks,cafes",5,"37.67321777,-122.08876801",,15108670554,"['Hayward, CA 94541']"
Bill's Café,https://s3-media4.fl.yelpcdn.com/bphoto/tqlZOMkglR4IXFLASPcExQ/o.jpg,https://www.yelp.com/biz/bills-caf%C3%A9-pleasanton-3?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,1041,"breakfast_brunch,cafes,tradamerican",4,"37.6768949134325,-121.897565420484",$$,19254265500,"['3015 Hopyard Rd', 'Ste A', 'Pleasanton, CA 94588']"
The Cloud Cafe,https://s3-media1.fl.yelpcdn.com/bphoto/BV3kU-5Sw65GfTsHuOJ_gA/o.jpg,https://www.yelp.com/biz/the-cloud-cafe-pleasanton?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,6,cafes,4,"37.6975666393345,-121.932483871691",,,"['5928 Stoneridge Mall Rd', 'Pleasanton, CA 94588']"
85°C Bakery Cafe-Pleasanton,https://s3-media3.fl.yelpcdn.com/bphoto/su-bSBAt9FAvGisrOT_HDQ/o.jpg,https://www.yelp.com/biz/85-c-bakery-cafe-pleasanton-pleasanton?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,427,"bakeries,coffee,cakeshop",3.5,"37.696913177737464,-121.848963",$$,19252011775,"['2725 Stoneridge Dr', 'Ste 101', 'Pleasanton, CA 94588']"
Antipasto's By Derose Gourmet Meat Fish & Deli,https://s3-media3.fl.yelpcdn.com/bphoto/cz4PKevCEGTlutQZm6i2BQ/o.jpg,https://www.yelp.com/biz/antipastos-by-derose-gourmet-meat-fish-and-deli-san-jose?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,982,"delis,italian,beerbar",4.5,"37.3801496200615,-121.827435493469",$$,14082515647,"['3454 McKee Rd', 'San Jose, CA 95127']"
168 Market,https://s3-media4.fl.yelpcdn.com/bphoto/WpHnMUJyiF3yDJidb5ik-w/o.jpg,https://www.yelp.com/biz/168-market-fremont-2?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,46,"grocery,seafoodmarkets,intlgrocery",2.5,"37.493554,-121.92957",,15109611688,"['46196 Warm Springs Blvd', 'Fremont, CA 94539']"
Starbucks,https://s3-media4.fl.yelpcdn.com/bphoto/_DRTwyWOz-BFTFfQGsq4gQ/o.jpg,https://www.yelp.com/biz/starbucks-hayward-15?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,268,coffee,2,"37.633676,-122.111738569437",$$,15102640175,"['25945 Industrial Blvd', 'Hayward, CA 94545']"
BottleTaps,https://s3-media2.fl.yelpcdn.com/bphoto/hl2XNJQfr1SvumXyItQ-Ew/o.jpg,https://www.yelp.com/biz/bottletaps-pleasanton-2?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,215,"gastropubs,kombucha,beerbar",4,"37.669356933077,-121.856877685013",$$,19253998322,"['3020 Bernal Ave', 'Ste 160', 'Pleasanton, CA 94566']"
Starbucks,https://s3-media1.fl.yelpcdn.com/bphoto/mJQeNbiCAeQ_UgZ7z6GmXQ/o.jpg,https://www.yelp.com/biz/starbucks-livermore-12?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,81,coffee,3.5,"37.6506786,-121.80435062",$$,19258460259,"['101 E Vineyard Ave', 'Ste 135', 'Livermore, CA 94550']"
Sip Of The World,https://s3-media1.fl.yelpcdn.com/bphoto/XHSOsOT70VJATCKXwNyr_Q/o.jpg,https://www.yelp.com/biz/sip-of-the-world-fremont?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,10,foodtrucks,5,"37.465987,-121.924426",$,15107478495,"['Fremont, CA 94538']"
Starbucks,https://s3-media2.fl.yelpcdn.com/bphoto/RxWnfb6GHr_OpJLppo-vwQ/o.jpg,https://www.yelp.com/biz/starbucks-pleasanton-7?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,16,coffee,4,"37.67484,-121.874387",$$$,19254175530,"['1701 Santa Rita Rd', 'Safeway', 'Pleasanton, CA 94566']"
Cabot Cafe,,https://www.yelp.com/biz/cabot-cafe-hayward?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,2,cafes,4.5,"37.6391539323708,-122.133335725403",$,,"['23595 Cabot Blvd', 'Ste 101', 'Hayward, CA 94545']"
J-Boss Bakery,https://s3-media2.fl.yelpcdn.com/bphoto/-sBNIQHCK6LrU1JrlC9gyw/o.jpg,https://www.yelp.com/biz/j-boss-bakery-hayward?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,5,"vegan,desserts",5,"37.67412,-122.08552",,15108265856,"['Hayward, CA 94541']"
Panama Canal Party Cafe,https://s3-media1.fl.yelpcdn.com/bphoto/G13zIms0Z0HKgcQchn8Hjw/o.jpg,https://www.yelp.com/biz/panama-canal-party-cafe-pleasanton?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,2,"cafes,spanish,cuban",2,"37.66118,-121.8742",,19256607227,"['169 Division St', 'Pleasanton, CA 94566']"
99 Ranch Market,https://s3-media2.fl.yelpcdn.com/bphoto/GxoFpCIHODBM5_Pkr1Q6ew/o.jpg,https://www.yelp.com/biz/99-ranch-market-fremont-7?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,55,"grocery,intlgrocery",4,"37.49223441015106,-121.92891117185354",$$,15106268899,"['46551 Mission Blvd', 'Fremont, CA 94539']"
Starbucks,https://s3-media1.fl.yelpcdn.com/bphoto/okIETNJdy8RcVL-kIhec1Q/o.jpg,https://www.yelp.com/biz/starbucks-pleasanton-16?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,73,coffee,2.5,"37.660676,-121.875913191421",$$,19259895789,"['511 Main St', 'Ste 503', 'Pleasanton, CA 94566']"
Starbucks,https://s3-media2.fl.yelpcdn.com/bphoto/zCNtXe6FgqsIQb5mw_w-LA/o.jpg,https://www.yelp.com/biz/starbucks-livermore-21?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,15,coffee,3.5,"37.697704,-121.83987",,19253441925,"['4521 Livermore Outlets Dr', 'Livermore, CA 94550']"
The Jelly Donut,https://s3-media2.fl.yelpcdn.com/bphoto/eBlnBK6CAssoN919N7yfqA/o.jpg,https://www.yelp.com/biz/the-jelly-donut-pleasanton?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,161,"donuts,coffee",4.5,"37.6764462388819,-121.894619088464",$,19254621343,"['2897 Hopyard Rd', 'Pleasanton, CA 94588']"
Wow Wow Hawaiian Lemonade,https://s3-media1.fl.yelpcdn.com/bphoto/Vu5AopXluPMmJZ7bKgOPdw/o.jpg,https://www.yelp.com/biz/wow-wow-hawaiian-lemonade-pleasanton?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,3,"coffee,juicebars,hawaiian",4.5,"37.6955062303796,-121.92894994389084",,,"['1 Stoneridge Mall Rd', 'Pleasanton, CA 94588']"
Starbucks,https://s3-media2.fl.yelpcdn.com/bphoto/yj119Q2Ppooyf8ZhiPUl7Q/o.jpg,https://www.yelp.com/biz/starbucks-pleasanton-5?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,137,coffee,3,"37.689071,-121.902522",$,19254680138,"['4555 Hopyard Rd', 'Ste C-15', 'Pleasanton, CA 94588']"
Ruby Hill Winery,https://s3-media2.fl.yelpcdn.com/bphoto/VeOsNRQqBGnBK_jtGlXM9w/o.jpg,https://www.yelp.com/biz/ruby-hill-winery-pleasanton?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,291,wineries,4,"37.6520213,-121.8057812",$$,19259319463,"['400 Vineyard Ave', 'Pleasanton, CA 94566']"
Tri Valley Bistro,https://s3-media2.fl.yelpcdn.com/bphoto/pFaXyszsOFHufKKD0J7NdQ/o.jpg,https://www.yelp.com/biz/tri-valley-bistro-pleasanton-2?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,454,"breakfast_brunch,newamerican",4,"37.66079,-121.87595",$$,19255233815,"['519 Main St', 'Pleasanton, CA 94566']"
Starbucks,https://s3-media3.fl.yelpcdn.com/bphoto/nuGzmW8wh7iJk2EOEakZ2A/o.jpg,https://www.yelp.com/biz/starbucks-hayward-17?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,101,coffee,3,"37.654146,-122.110326",$,15102939044,"['23948 Hesperian Blvd', 'Hayward, CA 94541']"
Starbucks,https://s3-media1.fl.yelpcdn.com/bphoto/HkFtFNJ32k7p7gWC1gf4Tw/o.jpg,https://www.yelp.com/biz/starbucks-pleasanton-14?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,142,coffee,2,"37.69528,-121.92921",$,19256441282,"['1 Stoneridge Mall Rd', 'E124', 'Pleasanton, CA 94588']"
Gene's Fine Foods,https://s3-media3.fl.yelpcdn.com/bphoto/kE4zeDGA00-zwGFCZoGf6g/o.jpg,https://www.yelp.com/biz/genes-fine-foods-pleasanton?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,178,grocery,3.5,"37.6758270263672,-121.895469665527",$$$,19258468220,"['2803 Hopyard Rd', 'Pleasanton, CA 94588']"
United Paleteria Y Neveria,https://s3-media2.fl.yelpcdn.com/bphoto/KIg9H63EkWGKuSZvOGL1tQ/o.jpg,https://www.yelp.com/biz/united-paleteria-y-neveria-hayward?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,129,icecream,4,"37.664993,-122.07833",$,15107336709,"['24261 Mission Blvd', 'Hayward, CA 94544']"
Starbucks,https://s3-media2.fl.yelpcdn.com/bphoto/I55wc3KXnRaa7uw0YnaNRg/o.jpg,https://www.yelp.com/biz/starbucks-hayward-20?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,142,coffee,2.5,"37.67285117,-122.08513609",$$,15107281853,"['799 A St', 'Hayward, CA 94541']"
Island Pacific Supermarket- Hayward,https://s3-media4.fl.yelpcdn.com/bphoto/pc6ybGTaoOs0gLQi7k0fcw/o.jpg,https://www.yelp.com/biz/island-pacific-supermarket-hayward-hayward?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,112,"filipino,seafoodmarkets,intlgrocery",3,"37.6672824472189,-122.11924508214",$$,15106742871,"['19691 Hesperian Blvd', 'Hayward, CA 94541']"
Pick-A-Deli,https://s3-media3.fl.yelpcdn.com/bphoto/JXSgrqfdAJzoyE717EDn8Q/o.jpg,https://www.yelp.com/biz/pick-a-deli-hayward?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,55,delis,3.5,"37.639705,-122.135065",$,15107831365,"['23595 Cabot Blvd', 'Ste 101', 'Hayward, CA 94545']"
Coconut Hill Indian Grocery,https://s3-media1.fl.yelpcdn.com/bphoto/qOF70iN6cyEVeq3m2RGxpg/o.jpg,https://www.yelp.com/biz/coconut-hill-indian-grocery-fremont?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,78,intlgrocery,3.5,"37.4933027,-121.9315934",$$,15106569671,"['46129 Warm Springs Blvd', 'Fremont, CA 94539']"
Red Ribbon Bakeshop,https://s3-media4.fl.yelpcdn.com/bphoto/pT9h9B9tQXZmzOomwQ_m5g/o.jpg,https://www.yelp.com/biz/red-ribbon-bakeshop-hayward-hayward?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,45,"bakeries,desserts,cakeshop",3.5,"37.649234316969114,-122.10614386297298",$,15109998949,"['24536 Hesperian Blvd', 'Ste 300', 'Hayward, CA 94545']"
Valerio's Tropical Bakeshop,https://s3-media3.fl.yelpcdn.com/bphoto/y7UXbnTYvPqOH_FG5gb28A/o.jpg,https://www.yelp.com/biz/valerios-tropical-bakeshop-hayward?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,73,bakeries,3.5,"37.64918290605076,-122.10641815994482",$,15107810407,"['24536 Hesperian Blvd', 'Hayward, CA 94545']"
Sidetrack Bar + Grill,https://s3-media1.fl.yelpcdn.com/bphoto/p5yUv7_3DYWsqp2-x1L-ow/o.jpg,https://www.yelp.com/biz/sidetrack-bar-grill-pleasanton?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,463,"tradamerican,bars,breakfast_brunch",4,"37.65911833,-121.87563833",$$,19253996789,"['30 W Angela St', 'Pleasanton, CA 94566']"
Finchi Cafe,,https://www.yelp.com/biz/finchi-cafe-fremont?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,2,coffee,2.5,"37.488102,-121.930411",$,15106571488,"['46875 Warm Springs Blvd', 'Fremont, CA 94539']"
Burger Road,https://s3-media4.fl.yelpcdn.com/bphoto/3j_AN5F_YaV3v77RhGsLHQ/o.jpg,https://www.yelp.com/biz/burger-road-hayward?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,189,"tradamerican,burgers,breakfast_brunch",4,"37.64606,-122.12033",$,15107320963,"['2010 American Ave', 'Hayward, CA 94545']"
Starbucks,https://s3-media2.fl.yelpcdn.com/bphoto/1NQ-4zb2YErh5if7g5I_Vg/o.jpg,https://www.yelp.com/biz/starbucks-san-jose-96?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,207,coffee,2,"37.371408,-121.84233305",$$,14082724890,"['2707 McKee Rd', 'San Jose, CA 95127']"
Starbucks,https://s3-media1.fl.yelpcdn.com/bphoto/a9z01zV-jK68g_7S8yho9g/o.jpg,https://www.yelp.com/biz/starbucks-hayward-19?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,93,coffee,3.5,"37.665797,-122.118481",$$,15102640592,"['20523 Hesperian Blvd', 'Hayward, CA 94541']"
Donut Factory,https://s3-media3.fl.yelpcdn.com/bphoto/Oz310jbPoUt0BJe9IkhXMQ/o.jpg,https://www.yelp.com/biz/donut-factory-hayward?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,46,donuts,4,"37.66734,-122.082",$,15108765993,"['790 Jackson St', 'Hayward, CA 94544']"
Winton Deli,https://s3-media1.fl.yelpcdn.com/bphoto/1AgsNjRv9BQ73CwXS1L9zQ/o.jpg,https://www.yelp.com/biz/winton-deli-hayward-2?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,56,delis,3.5,"37.652844786644,-122.131901755929",$,15107862444,"['2042 W Winton Ave', 'Hayward, CA 94545']"
Sugar Faced Bay Area,https://s3-media3.fl.yelpcdn.com/bphoto/Ai1dnAwq2kC7PQHHso1yJQ/o.jpg,https://www.yelp.com/biz/sugar-faced-bay-area-hayward?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,20,"eventservices,desserts",4.5,"37.6041682507787,-122.119216918945",$$,15109631612,"['Hayward, CA 94545']"
Cafe Bijoux,https://s3-media1.fl.yelpcdn.com/bphoto/K3IwRg8oFJYrNwrJVNdKNA/o.jpg,https://www.yelp.com/biz/cafe-bijoux-hayward?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,1,"coffee,restaurants",1,"37.6717299,-122.08424",$$$,15105381956,"['855 B St', 'Hayward, CA 94541']"
Downtown Cafe,https://s3-media2.fl.yelpcdn.com/bphoto/t8Xymvz8vwqSnqBE9bvz5Q/o.jpg,https://www.yelp.com/biz/downtown-cafe-pleasanton?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,40,"breakfast_brunch,cafes",3.5,"37.66003536710365,-121.876",,19252495354,"['428 Main St', 'Pleasanton, CA 94566']"
Yogurt Deluxe,https://s3-media1.fl.yelpcdn.com/bphoto/_-9LvLMr53rM00VQg2MoVA/o.jpg,https://www.yelp.com/biz/yogurt-deluxe-castro-valley?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,100,icecream,4,"37.6955718994141,-122.050361633301",$,15103970302,"['4065 E Castro Valley Blvd', 'Castro Valley, CA 94552']"
Mom's Homemade Bread,https://s3-media2.fl.yelpcdn.com/bphoto/ELqwBtvdf-XpIpKrDbKDSg/o.jpg,https://www.yelp.com/biz/moms-homemade-bread-pleasanton?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,67,"desserts,bakeries",5,"37.69386,-121.90376",,18082245376,"['Pleasanton, CA 94588']"
Breakwater 76,https://s3-media1.fl.yelpcdn.com/bphoto/IBGeZqYuxvjv88XqUVUAVA/o.jpg,https://www.yelp.com/biz/breakwater-76-hayward?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,10,"servicestations,convenience",3,"37.62948,-122.1207",$$,15107829377,"['3500 Breakwater Ave', 'Hayward, CA 94545']"
Poke House,https://s3-media3.fl.yelpcdn.com/bphoto/wEweM0pQ4wsAoVIpGSqQ1Q/o.jpg,https://www.yelp.com/biz/poke-house-fremont-2?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,428,"seafood,hawaiian,poke",4,"37.4889342856694,-121.929357777778",$$,15105732409,"['46813 Warm Springs Blvd', 'Fremont, CA 94539']"
McDonald's,https://s3-media1.fl.yelpcdn.com/bphoto/seZiX3tviRY-Cd1SGMDJrQ/o.jpg,https://www.yelp.com/biz/mcdonalds-fremont-14?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,82,"hotdogs,burgers,coffee",2.5,"37.4910440494209,-121.949494555606",$,15106565692,"['4101 Cushing Pkwy', 'Fremont, CA 94538']"
Starbucks,https://s3-media1.fl.yelpcdn.com/bphoto/LBlT45qpSSNCTzPRIOaxiA/o.jpg,https://www.yelp.com/biz/starbucks-pleasanton-18?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,60,coffee,3.5,"37.669008,-121.857345",$$,19255197565,"['3040 Bernal Ave', 'Ste 320', 'Pleasanton, CA 94566']"
Hot Paella,,https://www.yelp.com/biz/hot-paella-pleasanton?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,7,importedfood,4.5,"37.6710805,-121.8631921",$$$$,18883772622,"['530 Boulder Ct', 'Ste 105', 'Pleasanton, CA 94566']"
Pacific Coast Cafe,,https://www.yelp.com/biz/pacific-coast-cafe-hayward?adjust_creative=nwuSph_JmnYJk-BDAcIviA&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=nwuSph_JmnYJk-BDAcIviA,1,coffee,4,"37.6725551,-122.084636",,,"['22555 Mission Blvd', ""Inside Lucky's  Grocery Store"", 'Hayward, CA 94541']"
